INSTANCE_DATE,PROCEDURE_EN,IS_FREE_HOLD_EN,AREA_EN,PROP_SB_TYPE_EN,TRANS_VALUE,ACTUAL_AREA,ROOMS_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PROJECT_EN,price_per_sqm,size_category,value_band
2026-02-06,Sale,Free Hold,BUSINESS BAY,Shop,2650435.0,82.38,Shop,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,THE RESIDENCE AT BUSINESS CENTRAL,32173.28,Mid-Size,High-End
2026-02-06,Sale,Free Hold,BUSINESS BAY,Flat,1250000.0,78.56,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Millennium Binghatti Residences Business Bay,15911.41,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,BUSINESS BAY,Shop,2430222.0,75.46,Shop,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,THE RESIDENCE AT BUSINESS CENTRAL,32205.43,Mid-Size,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,3100003.0,145.77,Shop,Damac Properties,Marina Mall,Burj Al Arab,,21266.4,Premium,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,4150015.0,194.18,Shop,Damac Properties,Marina Mall,Burj Al Arab,,21372.0,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,3500016.0,168.98,Shop,Damac Properties,Marina Mall,Burj Al Arab,,20712.61,Premium,High-End
2026-01-07,Sale,Free Hold,EMAAR SOUTH,Flat,1550000.0,120.95,2 B/R,,,Al Makhtoum International Airport,URBANA,12815.21,Spacious,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,2080008.0,100.19,Shop,Damac Properties,Marina Mall,Burj Al Arab,,20760.63,Spacious,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,975000.0,63.81,1 B/R,,,,Binghatti Heights,15279.74,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,1420009.0,68.6,Shop,Damac Properties,Marina Mall,Burj Al Arab,,20699.84,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,1320007.0,63.77,Shop,Damac Properties,Marina Mall,Burj Al Arab,,20699.5,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,1540005.0,73.99,Shop,Damac Properties,Marina Mall,Burj Al Arab,,20813.69,Mid-Size,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,3340092.0,132.9,,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,MBL RESIDENCE,25132.37,Premium,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,4162180.0,165.61,,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,MBL RESIDENCE,25132.42,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,3142304.0,125.03,,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,MBL RESIDENCE,25132.4,Premium,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Shop,3923415.0,156.11,,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,MBL RESIDENCE,25132.37,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,MOTOR CITY,Shop,5135400.0,268.37,Shop,Dubai Internet City,Mall of the Emirates,Motor City,,19135.52,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,MOTOR CITY,Shop,3650297.0,167.85,Shop,Dubai Internet City,Mall of the Emirates,Motor City,,21747.38,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,MOTOR CITY,Shop,4867550.0,256.98,Shop,Dubai Internet City,Mall of the Emirates,Motor City,,18941.36,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,ARJAN,Shop,2679131.0,146.64,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,18270.12,Premium,High-End
2026-02-06,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,1150000.0,130.25,2 B/R,Damac Properties,Marina Mall,Sports City Swimming Academy,LAGO VISTA,8829.17,Premium,Mid-Market
2026-02-06,Sale,Free Hold,ARJAN,Shop,2014279.0,110.25,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,18270.1,Spacious,High-End
2026-02-06,Sale,Free Hold,ARJAN,Shop,1999121.0,109.42,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,18270.16,Spacious,High-End
2026-02-06,Sale,Free Hold,ARJAN,Shop,1973899.0,108.04,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,18270.08,Spacious,High-End
2026-02-06,Sale,Free Hold,ARJAN,Shop,1973542.0,108.02,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,18270.15,Spacious,High-End
2026-02-06,Sale,Free Hold,PALM JUMEIRAH,Flat,5050000.0,180.78,2 B/R,Palm Jumeirah,Marina Mall,Burj Al Arab,VICEROY HOTEL RESORTS RESIDENCES,27934.51,Premium,Ultra-Premium
2026-01-07,Sale,Free Hold,MEYDAN ONE,Flat,640000.0,30.11,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 26,21255.4,Compact,Mid-Market
2026-02-06,Sale,Free Hold,DUBAI SOUTH,Flat,360000.0,42.21,Studio,,,Expo 2020 Site,CELESTIA,8528.78,Compact,Entry
2026-02-06,Sale,Free Hold,ARJAN,Shop,1500368.0,87.2,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,DIAMOND BUSINESS CENTER,17206.06,Mid-Size,High-End
2026-02-06,Sale,Free Hold,ARJAN,Shop,1460073.0,84.61,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,DIAMOND BUSINESS CENTER,17256.51,Mid-Size,High-End
2026-02-06,Sale,Free Hold,ARJAN,Shop,1380009.0,79.76,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,DIAMOND BUSINESS CENTER,17302.02,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,ARJAN,Shop,810158.0,47.13,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,DIAMOND BUSINESS CENTER,17189.86,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Hotel Apartment,1250000.0,150.78,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Five at Jumeirah Village Circle Dubai,8290.22,Premium,Mid-Market
2026-02-06,Sale,Free Hold,DUBAI MARINA,Shop,5500000.0,246.8,Shop,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,Continental Tower,22285.25,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,DUBAI MARINA,Shop,5300419.0,240.56,Shop,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,Continental Tower,22033.67,Premium,Ultra-Premium
2026-02-06,Sale,Free Hold,AL FURJAN,Shop,3315200.0,137.08,,ENERGY Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Pearl,24184.42,Premium,High-End
2026-01-07,Sale,Free Hold,ARJAN,Hotel Apartment,449300.0,33.51,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,13407.94,Compact,Entry
2026-02-06,Sale,Free Hold,AL FURJAN,Shop,1725050.0,61.86,,ENERGY Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Pearl,27886.36,Mid-Size,High-End
2026-02-06,Sale,Free Hold,AL FURJAN,Shop,1575357.0,66.11,,ENERGY Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Pearl,23829.33,Mid-Size,High-End
2026-02-06,Sale,Free Hold,BUSINESS BAY,Shop,7400031.0,348.2,Shop,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,21252.24,Premium,Ultra-Premium
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,590000.0,61.1,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,KNIGHT BRIDGE COURT & KENSNGTON MANOR,9656.3,Mid-Size,Entry
2026-02-06,Sale,Free Hold,DUBAI SOUTH,Flat,700000.0,59.48,1 B/R,,,Expo 2020 Site,The Pulse Residence Plaza,11768.66,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,MEYDAN ONE,Flat,660000.0,29.48,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 28,22388.06,Compact,Mid-Market
2026-02-06,Sale,Free Hold,BUSINESS BAY,Flat,1050000.0,43.93,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,ZADA TOWER,23901.66,Compact,Mid-Market
2026-02-06,Sale,Free Hold,BUSINESS BAY,Flat,1050000.0,34.45,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,15 Northside,30478.96,Compact,Mid-Market
2026-02-06,Sale,Free Hold,THE GREENS,Flat,1300000.0,70.44,1 B/R,Dubai Internet City,Marina Mall,Burj Al Arab,,18455.42,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,BUSINESS BAY,Hotel Apartment,1550000.0,93.7,2 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY,16542.16,Spacious,High-End
2026-01-07,Sale,Free Hold,DUBAI SOUTH,Flat,880140.5,91.08,1 B/R,,,Expo 2020 Site,,9663.38,Spacious,Mid-Market
2026-02-06,Sale,Free Hold,SOBHA HEARTLAND,Flat,1140000.0,45.53,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Creek Vistas,25038.44,Compact,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,650000.0,57.66,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE SQUARE,11272.98,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,LIWAN,Flat,550000.0,37.06,Studio,,,IMG World Adventures,Wavez Residence,14840.8,Compact,Entry
2026-02-06,Sale,Free Hold,BUSINESS BAY,Office,1900000.0,87.44,,Business Bay Metro Station,Dubai Mall,Downtown Dubai,CLOVER BAY,21729.19,Mid-Size,High-End
2026-02-10,Sale,Free Hold,MOTOR CITY,Flat,1193587.0,126.73,1 B/R,Dubai Internet City,Mall of the Emirates,Motor City,CASA FLORES AND EDEN APARTMENTS,9418.35,Premium,Mid-Market
2026-02-06,Sale,Free Hold,Madinat Hind 4,Flat,401272.46,39.21,Studio,,,,DAMAC HILLS (2) - VIRIDIS,10233.93,Compact,Entry
2026-02-06,Sale,Free Hold,PALM JUMEIRAH,Flat,3900000.0,120.4,1 B/R,Knowledge Village,Marina Mall,Burj Al Arab,TIARA RESIDENCE,32392.03,Spacious,Ultra-Premium
2026-01-07,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Office,845000.0,108.36,Office,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,THE DOME TOWER,7798.08,Spacious,Mid-Market
2026-02-06,Sale,Free Hold,BURJ KHALIFA,Flat,2800000.0,145.19,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,MON REVE,19285.07,Premium,High-End
2026-02-06,Sale,Free Hold,DISCOVERY GARDENS,Flat,570000.0,49.13,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,11601.87,Mid-Size,Entry
2026-02-06,Sale,Free Hold,BUSINESS BAY,Flat,1150000.0,64.26,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,17896.05,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,AL FURJAN,Hotel Apartment,830000.0,50.45,1 B/R,ENERGY Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Pearl,16451.93,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,SILICON OASIS,Flat,1150000.0,76.83,1 B/R,,,,Pearls by Vision,14968.11,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Flat,1275000.0,76.32,1 B/R,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,GOLD CREST VIEWS2,16705.97,Mid-Size,Mid-Market
2026-02-06,Sale,Free Hold,DUBAI MARINA,Flat,2750000.0,69.37,1 B/R,Dubai Marina,Marina Mall,Burj Al Arab,LIV MARINA,39642.5,Mid-Size,High-End
2026-02-07,Sale,Free Hold,DUBAI MARINA,Flat,1550000.0,104.77,2 B/R,Jumeirah Beach Residency,Marina Mall,Sports City Swimming Academy,ESCAN MARINA TOWER,14794.31,Spacious,High-End
2026-02-07,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2600000.0,104.68,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Island Park I,24837.6,Spacious,High-End
2026-01-07,Sale,Free Hold,DUBAI MARINA,Flat,2700000.0,154.53,2 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,TRIDENT GRAND,17472.34,Premium,High-End
2026-02-06,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1932499.0,75.03,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Binghatti Royale,25756.35,Mid-Size,High-End
2026-02-07,Sale,Free Hold,BUSINESS BAY,Flat,2084000.0,90.32,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SOL BAY,23073.52,Spacious,High-End
2026-02-06,Sale,Free Hold,DUBAI SOUTH,Flat,1285760.0,93.76,2 B/R,,,Expo 2020 Site,MAJESTIQUE RESIDENCE 2,13713.31,Spacious,Mid-Market
2026-02-07,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,430000.0,33.93,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,LAKESIDE,12673.15,Compact,Entry
2026-02-07,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,618000.0,31.44,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Azure,19656.49,Compact,Entry
2026-02-09,Sale,Free Hold,DUBAI SPORTS CITY,Flat,650000.0,84.54,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,HAMZA TOWER,7688.67,Mid-Size,Mid-Market
2026-02-07,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,680000.0,74.58,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,KNIGHT BRIDGE COURT & KENSNGTON MANOR,9117.73,Mid-Size,Mid-Market
2026-02-07,Sale,Free Hold,DUBAI LAND RESIDENCE COMPLEX,Flat,470000.0,29.33,Studio,,,IMG World Adventures,Time 1,16024.55,Compact,Entry
2026-02-07,Sale,Free Hold,MOTOR CITY,Flat,740000.0,68.19,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,10852.03,Mid-Size,Mid-Market
2026-02-07,Sale,Free Hold,DOWN TOWN JABAL ALI,Flat,481100.0,33.54,Studio,UAE Exchange Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Aura Residences,14344.07,Compact,Entry
2026-02-07,Sale,Free Hold,DUBAI SPORTS CITY,Flat,475000.0,40.65,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,ELITE 3 SPORTS RESIDENCE,11685.12,Compact,Entry
2026-02-07,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,4990000.0,179.36,3 B/R,Creek Metro Station,Dubai Mall,Dubai International Airport,THE DUBAI CREEK RESIDENCES,27821.14,Premium,Ultra-Premium
2026-02-07,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,750000.0,58.13,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,Lawnz Residence by Danube,12902.12,Mid-Size,Mid-Market
2026-02-08,Sale,Free Hold,ARJAN,Flat,650000.0,40.49,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Avelon Boulevard,16053.35,Compact,Mid-Market
2026-02-08,Sale,Free Hold,DUBAI HILLS,Flat,2830000.0,91.85,2 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Park Horizon,30811.11,Spacious,High-End
2026-02-08,Sale,Free Hold,DUBAI HEALTHCARE CITY - PHASE 2,Flat,1296116.0,69.09,1 B/R,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,18759.82,Mid-Size,Mid-Market
2026-02-08,Sale,Free Hold,DUBAI HEALTHCARE CITY - PHASE 2,Flat,1332365.76,67.86,1 B/R,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,19634.04,Mid-Size,Mid-Market
2026-02-08,Sale,Free Hold,DUBAI HEALTHCARE CITY - PHASE 2,Flat,2077620.48,108.26,2 B/R,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,,19191.03,Spacious,High-End
2026-01-02,Sale,Non Free Hold,SILICON OASIS,Office,1047500.0,97.12,Office,,,IMG World Adventures,SILICON INFORMATION TECHNOLOGY TOWER,10785.63,Spacious,Mid-Market
2026-01-07,Sale,Free Hold,BUSINESS BAY,Flat,995000.0,62.33,Studio,Business Bay Metro Station,Dubai Mall,Downtown Dubai,WEST WHAREF TOWER,15963.42,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,JUMEIRAH BEACH RESIDENCE,Flat,3800000.0,128.35,2 B/R,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,29606.54,Premium,Ultra-Premium
2026-02-09,Sale,Free Hold,LIWAN,Flat,1185000.0,164.0,3 B/R,,,IMG World Adventures,QPOINT LIWAN-PLOT R008 A&B,7225.61,Premium,Mid-Market
2026-02-09,Sale,Free Hold,MBR DISTRICT 7,Flat,735000.0,38.1,Studio,,,,MAG EYE Phase 1,19291.34,Compact,Mid-Market
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,2027000.0,74.85,1 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,LIV RESIDENCE,27080.83,Mid-Size,High-End
2026-02-09,Sale,Free Hold,DUBAI HARBOUR,Flat,10650000.0,220.12,3 B/R,,,,Grand Bleu Tower interiors by Elie Saab,48382.7,Premium,Ultra-Premium
2026-02-09,Sale,Free Hold,JUMEIRAH BEACH RESIDENCE,Flat,2000000.0,133.07,2 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,,15029.68,Premium,High-End
2026-01-07,Sale,Free Hold,BUSINESS BAY,Flat,2550000.0,113.4,2 B/R,Business Bay Metro Station,Dubai Mall,Burj Khalifa,PARAMOUNT TOWER HOTEL & RESIDENCES,22486.77,Spacious,High-End
2026-02-09,Sale,Free Hold,BUSINESS BAY,Office,3022000.0,115.36,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,IRIS BAY,26196.26,Spacious,High-End
2026-02-09,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,700000.0,88.43,2 B/R,Damac Properties,Marina Mall,Sports City Swimming Academy,CENTRIUM TOWER,7915.87,Spacious,Mid-Market
2026-02-09,Sale,Free Hold,DUBAI HILLS,Flat,1780000.0,60.32,1 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Lime Gardens,29509.28,Mid-Size,High-End
2026-02-09,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Flat,1085000.0,61.7,1 B/R,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,LAKE CITY TOWER,17585.09,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,BUSINESS BAY,Office,5097000.0,194.57,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,IRIS BAY,26196.23,Premium,Ultra-Premium
2026-02-13,Sale,Free Hold,BUSINESS BAY,Hotel Apartment,1050000.0,62.93,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY,16685.21,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,BUSINESS BAY,Office,2581000.0,98.57,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,IRIS BAY,26184.44,Spacious,High-End
2026-02-09,Sale,Free Hold,DUBAI SPORTS CITY,Flat,550000.0,59.03,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE SPIRIT,9317.3,Mid-Size,Entry
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,3902000.0,223.92,3 B/R,Mina Seyahi,Marina Mall,Burj Al Arab,MARINA ARCADE,17425.87,Premium,Ultra-Premium
2026-01-07,Sale,Free Hold,SOBHA HEARTLAND,Flat,1470000.0,80.22,1 B/R,,,,SOBHA HARTLAND GREENS PHASE II,18324.61,Mid-Size,High-End
2026-02-09,Sale,Free Hold,BUSINESS BAY,Flat,10980000.0,258.91,3 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Peninsula Five,42408.56,Premium,Ultra-Premium
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,1800000.0,81.29,1 B/R,Marina Towers,Marina Mall,Burj Al Arab,CAYAN TOWER,22142.95,Mid-Size,High-End
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,685000.0,62.64,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,KNIGHT BRIDGE COURT & KENSNGTON MANOR,10935.5,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,SOBHA HEARTLAND,Flat,1840000.0,76.8,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,KENSINGTON WATERS,23958.33,Mid-Size,High-End
2026-02-10,Sale,Free Hold,DUBAI SCIENCE PARK,Flat,1700000.0,107.01,1 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,,15886.37,Spacious,High-End
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE TRIANGLE,Flat,763000.0,74.06,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,IMPERIAL RESIDENCE,10302.46,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,ARJAN,Flat,625000.0,37.94,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Joya Blanca Residences,16473.38,Compact,Entry
2026-02-09,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,3060000.0,113.25,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Sunset,27019.87,Spacious,High-End
2026-01-07,Sale,Free Hold,DUBAI MARINA,Flat,2900000.0,138.89,2 B/R,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,20879.83,Premium,High-End
2026-02-09,Sale,Free Hold,MAJAN,Flat,1470000.0,111.0,2 B/R,,,IMG World Adventures,,13243.24,Spacious,High-End
2026-02-09,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,260000.0,45.0,Studio,Rashidiya Metro Station,City Centre Mirdif,,,5777.78,Compact,Entry
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,925000.0,48.83,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Gardenia,18943.27,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,715000.0,84.77,1 B/R,Dubai Internet City,Marina Mall,Sports City Swimming Academy,SEASONS COMMUNITY- AUTUMN,8434.59,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,DISCOVERY GARDENS,Flat,540000.0,48.96,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,11029.41,Mid-Size,Entry
2026-02-09,Sale,Free Hold,DAMAC HILLS,Flat,705000.0,74.16,Studio,,,Motor City,DAMAC HILLS - ARTESIA,9506.47,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,PALM JUMEIRAH,Flat,33500000.0,338.55,3 B/R,Al Sufouh,Marina Mall,Burj Al Arab,"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",98951.41,Premium,Ultra-Premium
2026-01-07,Sale,Free Hold,SOBHA HEARTLAND,Flat,32844.78,44.26,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Hartland Greens - Phase III,742.09,Compact,Entry
2026-02-09,Sale,Free Hold,BUSINESS BAY,Hotel Rooms,990000.0,30.18,Studio,Business Bay Metro Station,Dubai Mall,Downtown Dubai,THE ONE HOTEL,32803.18,Compact,Mid-Market
2026-02-09,Sale,Free Hold,BURJ KHALIFA,Flat,6390000.0,111.61,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,Grande,57252.93,Spacious,Ultra-Premium
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,1990000.0,73.95,1 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,PARK ISLANDS,26910.07,Mid-Size,High-End
2026-02-09,Sale,Free Hold,DUBAI SOUTH,Flat,550000.0,40.88,Studio,,,Expo 2020 Site,CELESTIA,13454.01,Compact,Entry
2026-02-09,Sale,Free Hold,DAMAC HILLS,Flat,1180000.0,78.32,1 B/R,,,Motor City,DAMAC HILLS - LORETO,15066.39,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,1640000.0,64.4,1 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Surf,25465.84,Mid-Size,High-End
2026-02-09,Sale,Free Hold,JUMEIRAH VILLAGE TRIANGLE,Flat,1500000.0,128.97,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Taraf 2 Residence,11630.61,Premium,High-End
2026-02-09,Sale,Free Hold,BUSINESS BAY,Flat,1250000.0,60.35,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,The Paragon By IGO,20712.51,Mid-Size,Mid-Market
2026-01-07,Sale,Free Hold,ARJAN,Hotel Apartment,500000.0,37.29,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,13408.42,Compact,Entry
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,1555960.0,99.25,2 B/R,Dubai Marina,Marina Mall,Burj Al Arab,SKY VIEW TOWER,15677.18,Spacious,High-End
2026-02-09,Sale,Free Hold,DUBAI MARINA,Flat,1380000.0,70.59,1 B/R,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,THE POINT,19549.51,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,JUMEIRAH GOLF,Flat,2200000.0,126.95,2 B/R,Damac Properties,Marina Mall,Sports City Swimming Academy,,17329.66,Premium,High-End
2026-02-09,Sale,Free Hold,DISCOVERY GARDENS,Flat,755500.0,74.25,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10175.08,Mid-Size,Mid-Market
2026-02-09,Sale,Free Hold,DAMAC HILLS,Flat,540000.0,37.85,Studio,,,Motor City,DAMAC HILLS - CARSON,14266.84,Compact,Entry
2026-02-09,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,469000.0,46.54,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,THE CRESCENT,10077.35,Mid-Size,Entry
2026-02-09,Sale,Free Hold,DUBAI HILLS,Flat,2900000.0,92.08,2 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Park Field,31494.35,Spacious,High-End
2026-02-09,Sale,Free Hold,SOBHA HEARTLAND,Flat,1750000.0,75.07,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Hartland Waves Grande,23311.58,Mid-Size,High-End
